	is_correct	label	pred
303	True	6	6
304	True	6	6
305	True	6	6
306	True	6	6
307	True	6	6
308	True	6	6
309	True	6	6
310	True	6	6
311	True	6	6
312	True	6	6
313	True	6	6
314	True	6	6
315	True	6	6
316	True	6	6
317	True	6	6
318	True	6	6
319	True	6	6
320	True	6	6
321	True	6	6
322	True	6	6
323	True	6	6
324	True	6	6
325	True	6	6
326	True	6	6
327	True	6	6
328	True	6	6
329	True	6	6
330	True	6	6
331	True	6	6
332	True	6	6
333	True	6	6
334	True	6	6
335	True	6	6
336	True	6	6
337	True	6	6
338	True	6	6
339	True	6	6
340	True	6	6
341	True	6	6
342	True	6	6
343	True	6	6
344	True	6	6
345	True	6	6
346	True	6	6
347	True	6	6
348	True	6	6
349	True	6	6
350	True	7	7
351	True	7	7
352	True	7	7
353	True	7	7
354	True	7	7
355	True	7	7
356	True	7	7
357	True	7	7
358	True	7	7
359	True	7	7
360	True	7	7
361	True	7	7
362	True	7	7
363	True	7	7
364	True	7	7
365	True	7	7
366	True	7	7
367	True	7	7
368	True	7	7
369	True	7	7
370	True	7	7
371	True	7	7
372	True	7	7
373	True	7	7
374	True	7	7
375	True	7	7
376	True	7	7
377	True	7	7
378	True	7	7
379	True	7	7
380	True	7	7
381	True	7	7
382	True	7	7
383	True	7	7
384	True	7	7
385	True	7	7
386	True	7	7
387	True	7	7
388	True	7	7
389	True	7	7
390	True	7	7
391	True	7	7
392	True	7	7
393	True	7	7
394	True	7	7
395	True	7	7
396	True	7	7
397	True	7	7
398	True	7	7
399	True	7	7
400	True	8	8
401	True	8	8
402	True	8	8
403	True	8	8
404	True	8	8
405	True	8	8
406	True	8	8
407	True	8	8
408	True	8	8
409	True	8	8
410	True	8	8
411	True	8	8
412	True	8	8
413	True	8	8
414	True	8	8
415	True	8	8
416	True	8	8
417	True	8	8
418	True	8	8
419	True	8	8
420	True	8	8
421	True	8	8
422	True	8	8
423	True	8	8
424	True	8	8
425	True	8	8
426	True	8	8
427	True	8	8
428	True	8	8
429	True	8	8
430	True	8	8
431	True	8	8
432	True	8	8
433	True	8	8
434	True	8	8
435	True	8	8
436	True	8	8
437	True	8	8
438	True	8	8
439	True	8	8
440	True	8	8
441	True	8	8
442	True	8	8
443	True	8	8
444	True	8	8
445	True	8	8
446	True	8	8
447	True	8	8
448	True	8	8
449	True	8	8
450	True	9	9
451	True	9	9
452	True	9	9
453	True	9	9
454	True	9	9
455	True	9	9
456	True	9	9
457	True	9	9
458	True	9	9
459	True	9	9
460	True	9	9
461	True	9	9
462	True	9	9
463	True	9	9
464	True	9	9
465	True	9	9
466	True	9	9
467	True	9	9
468	True	9	9
469	True	9	9
470	True	9	9
471	True	9	9
472	True	9	9
473	True	9	9
474	True	9	9
475	True	9	9
476	True	9	9
477	True	9	9
478	True	9	9
479	True	9	9
480	True	9	9
481	True	9	9
482	True	9	9
483	True	9	9
484	True	9	9
485	True	9	9
486	True	9	9
487	True	9	9
488	True	9	9
489	True	9	9
490	True	9	9
491	True	9	9
492	True	9	9
493	True	9	9
494	True	9	9
495	True	9	9
496	True	9	9
497	True	9	9
498	True	9	9
499	True	9	9
500	True	A	A
501	True	A	A
502	True	A	A
503	True	A	A
504	True	A	A
505	True	A	A
506	True	A	A
507	True	A	A
508	True	A	A
509	True	A	A
510	True	A	A
511	True	A	A
512	True	A	A
513	True	A	A
514	True	A	A
515	True	A	A
516	True	A	A
517	True	A	A
518	True	A	A
519	True	A	A
520	True	A	A
521	True	A	A
522	True	A	A
523	True	A	A
524	True	A	A
525	True	A	A
526	True	A	A
527	True	A	A
528	True	A	A
529	True	A	A
530	True	A	A
531	True	A	A
532	True	A	A
533	True	A	A
534	True	A	A
535	True	A	A
536	True	A	A
537	True	A	A
538	True	A	A
539	True	A	A
540	True	A	A
541	True	A	A
542	True	A	A
543	True	A	A
544	True	A	A
545	False	A	4
546	True	A	A
547	True	A	A
548	True	A	A
549	True	A	A
550	False	B	M
551	True	B	B
552	True	B	B
553	True	B	B
554	True	B	B
555	True	B	B
556	True	B	B
557	True	B	B
558	True	B	B
559	True	B	B
560	True	B	B
561	True	B	B
562	True	B	B
563	True	B	B
564	True	B	B
565	True	B	B
566	True	B	B
567	True	B	B
568	True	B	B
569	True	B	B
570	False	B	M
571	True	B	B
572	True	B	B
573	True	B	B
574	True	B	B
575	True	B	B
576	True	B	B
577	True	B	B
578	True	B	B
579	True	B	B
580	True	B	B
581	True	B	B
582	True	B	B
583	True	B	B
584	True	B	B
585	True	B	B
586	True	B	B
587	True	B	B
588	True	B	B
589	True	B	B
590	True	B	B
591	True	B	B
592	True	B	B
593	True	B	B
594	True	B	B
595	True	C	C
596	True	C	C
597	True	C	C
598	True	C	C
599	True	C	C
600	True	C	C
601	True	C	C
602	True	C	C
603	True	C	C
604	True	C	C
605	True	C	C
606	True	C	C
607	True	C	C
608	True	C	C
609	True	C	C
610	True	C	C
611	True	C	C
612	True	C	C
613	True	C	C
614	True	C	C
615	True	C	C
616	True	C	C
617	True	C	C
618	True	C	C
619	True	C	C
620	True	C	C
621	True	C	C
622	True	C	C
623	True	C	C
624	True	C	C
625	True	C	C
626	True	C	C
627	True	C	C
628	True	C	C
629	True	C	C
630	True	C	C
631	True	C	C
632	True	C	C
633	True	C	C
634	True	C	C
635	True	C	C
636	True	C	C
637	True	C	C
638	True	C	C
639	True	C	C
640	True	C	C
641	True	C	C
642	True	C	C
643	True	C	C
644	True	C	C
645	True	D	D
646	True	D	D
647	True	D	D
648	True	D	D
649	True	D	D
650	True	D	D
651	True	D	D
652	True	D	D
653	True	D	D
654	True	D	D
655	True	D	D
656	True	D	D
657	True	D	D
658	True	D	D
659	True	D	D
660	True	D	D
661	True	D	D
662	True	D	D
663	True	D	D
664	True	D	D
665	True	D	D
666	True	D	D
667	True	D	D
668	True	D	D
669	True	D	D
670	True	D	D
671	True	D	D
672	True	D	D
673	True	D	D
674	True	D	D
675	True	D	D
676	True	D	D
677	True	D	D
678	True	D	D
679	True	D	D
680	True	D	D
681	True	D	D
682	True	D	D
683	True	D	D
684	True	D	D
685	True	D	D
686	True	D	D
687	True	D	D
688	True	D	D
689	True	D	D
690	True	D	D
691	True	D	D
692	True	D	D
693	True	D	D
694	True	D	D
695	True	E	E
696	True	E	E
697	True	E	E
698	True	E	E
699	True	E	E
700	True	E	E
701	True	E	E
702	True	E	E
703	True	E	E
704	True	E	E
705	False	E	C
706	True	E	E
707	True	E	E
708	True	E	E
709	True	E	E
710	False	E	F
711	True	E	E
712	True	E	E
713	False	E	C
714	True	E	E
715	True	E	E
716	True	E	E
717	True	E	E
718	True	E	E
719	True	E	E
720	True	E	E
721	True	E	E
722	True	E	E
723	True	E	E
724	True	E	E
725	True	E	E
726	True	E	E
727	True	E	E
728	True	E	E
729	True	E	E
730	True	E	E
731	True	E	E
732	True	E	E
733	True	E	E
734	True	E	E
735	True	E	E
736	True	E	E
737	True	E	E
738	True	E	E
739	True	E	E
740	True	E	E
741	True	E	E
742	True	E	E
743	True	E	E
744	True	E	E
745	True	F	F
746	True	F	F
747	True	F	F
748	True	F	F
749	True	F	F
750	True	F	F
751	True	F	F
752	True	F	F
753	True	F	F
754	True	F	F
755	True	F	F
756	True	F	F
757	True	F	F
758	True	F	F
759	True	F	F
760	True	F	F
761	True	F	F
762	True	F	F
763	True	F	F
764	True	F	F
765	True	F	F
766	True	F	F
767	True	F	F
768	True	F	F
769	True	F	F
770	True	F	F
771	True	F	F
772	True	F	F
773	True	F	F
774	True	F	F
775	True	F	F
776	True	F	F
777	True	F	F
778	True	F	F
779	True	F	F
780	True	F	F
781	True	F	F
782	True	F	F
783	True	F	F
784	True	F	F
785	True	F	F
786	True	F	F
787	True	F	F
788	True	F	F
789	True	F	F
790	True	F	F
791	True	F	F
792	True	F	F
793	True	F	F
794	True	F	F
795	True	G	G
796	True	G	G
797	True	G	G
798	True	G	G
799	True	G	G
800	True	G	G
801	True	G	G
802	True	G	G
803	True	G	G
804	True	G	G
805	True	G	G
806	True	G	G
807	True	G	G
808	True	G	G
809	True	G	G
810	True	G	G
811	True	G	G
812	True	G	G
813	True	G	G
814	True	G	G
815	True	G	G
816	True	G	G
817	True	G	G
818	True	G	G
819	True	G	G
820	True	G	G
821	True	G	G
822	True	G	G
823	True	G	G
824	True	G	G
825	True	G	G
826	True	G	G
827	True	G	G
828	True	G	G
829	True	G	G
830	True	G	G
831	True	G	G
832	True	G	G
833	True	G	G
834	True	G	G
835	True	G	G
836	True	G	G
837	True	G	G
838	True	G	G
839	True	G	G
840	True	G	G
841	True	G	G
842	True	G	G
843	True	G	G
844	False	G	Q
845	False	H	N
846	True	H	H
847	False	H	M
848	True	H	H
849	True	H	H
850	True	H	H
851	False	H	M
852	False	H	N
853	True	H	H
854	False	H	M
855	True	H	H
856	True	H	H
857	False	H	N
858	True	H	H
859	True	H	H
860	False	H	N
861	False	H	N
862	True	H	H
863	True	H	H
864	True	H	H
865	True	H	H
866	False	H	M
867	True	H	H
868	True	H	H
869	True	H	H
870	False	H	M
871	True	H	H
872	False	H	N
873	False	H	N
874	True	H	H
875	False	H	M
876	False	H	N
877	False	H	N
878	True	H	H
879	True	H	H
880	True	H	H
881	True	H	H
882	False	H	N
883	True	H	H
884	True	H	H
885	True	H	H
886	True	H	H
887	True	H	H
888	True	H	H
889	True	H	H
890	True	H	H
891	False	H	N
892	True	H	H
893	False	H	M
894	True	H	H
895	True	J	J
896	True	J	J
897	True	J	J
898	True	J	J
899	True	J	J
900	True	J	J
901	True	J	J
902	True	J	J
903	True	J	J
904	True	J	J
905	True	J	J
906	True	J	J
907	True	J	J
908	True	J	J
909	True	J	J
910	True	J	J
911	True	J	J
912	True	J	J
913	True	J	J
914	True	J	J
915	True	J	J
916	True	J	J
917	True	J	J
918	True	J	J
919	True	J	J
920	True	J	J
921	True	J	J
922	True	J	J
923	True	J	J
924	True	J	J
925	True	J	J
926	True	J	J
927	True	J	J
928	True	J	J
929	True	J	J
930	True	J	J
931	True	J	J
932	False	J	M
933	True	J	J
934	True	J	J
935	True	J	J
936	True	J	J
937	True	J	J
938	True	J	J
939	True	J	J
940	True	J	J
941	True	J	J
942	True	J	J
943	True	J	J
944	True	J	J
945	True	P	P
946	True	P	P
947	True	P	P
948	True	P	P
949	True	P	P
950	True	P	P
951	True	P	P
952	True	P	P
953	True	P	P
954	True	P	P
955	True	P	P
956	True	P	P
957	True	P	P
958	True	P	P
959	True	P	P
960	True	P	P
961	True	P	P
962	True	P	P
963	True	P	P
964	True	P	P
965	True	P	P
966	True	P	P
967	True	P	P
968	True	P	P
969	True	P	P
970	True	P	P
971	True	P	P
972	True	P	P
973	True	P	P
974	True	P	P
975	True	P	P
976	True	P	P
977	True	P	P
978	True	P	P
979	True	P	P
980	True	P	P
981	True	P	P
982	True	P	P
983	True	P	P
984	True	P	P
985	True	P	P
986	True	P	P
987	True	P	P
988	True	P	P
989	True	P	P
990	True	P	P
991	True	P	P
992	True	P	P
993	True	P	P
994	True	P	P
995	True	Q	Q
996	True	Q	Q
997	True	Q	Q
998	True	Q	Q
999	True	Q	Q
1000	True	Q	Q
1001	True	Q	Q
1002	True	Q	Q
1003	True	Q	Q
1004	True	Q	Q
1005	True	Q	Q
1006	True	Q	Q
1007	True	Q	Q
1008	True	Q	Q
1009	True	Q	Q
1010	True	Q	Q
1011	True	Q	Q
1012	True	Q	Q
1013	True	Q	Q
1014	True	Q	Q
1015	True	Q	Q
1016	True	Q	Q
1017	True	Q	Q
1018	True	Q	Q
1019	True	Q	Q
1020	True	Q	Q
1021	True	Q	Q
1022	True	Q	Q
1023	True	Q	Q
1024	True	Q	Q
1025	True	Q	Q
1026	True	Q	Q
1027	True	Q	Q
1028	True	Q	Q
1029	True	Q	Q
1030	True	Q	Q
1031	True	Q	Q
1032	True	Q	Q
1033	True	Q	Q
1034	True	Q	Q
1035	True	Q	Q
1036	True	Q	Q
1037	True	Q	Q
1038	True	Q	Q
1039	True	Q	Q
1040	True	Q	Q
1041	True	Q	Q
1042	True	Q	Q
1043	True	Q	Q
1044	True	Q	Q
1045	True	R	R
1046	True	R	R
1047	True	R	R
1048	True	R	R
1049	True	R	R
1050	True	R	R
1051	True	R	R
1052	True	R	R
1053	True	R	R
1054	True	R	R
1055	True	R	R
1056	True	R	R
1057	True	R	R
1058	True	R	R
1059	True	R	R
1060	True	R	R
1061	True	R	R
1062	True	R	R
1063	True	R	R
1064	True	R	R
1065	True	R	R
1066	True	R	R
1067	True	R	R
1068	True	R	R
1069	True	R	R
1070	True	R	R
1071	True	R	R
1072	True	R	R
1073	True	R	R
1074	True	R	R
1075	True	R	R
1076	True	R	R
1077	True	R	R
1078	True	R	R
1079	True	R	R
1080	True	R	R
1081	False	R	M
1082	True	R	R
1083	True	R	R
1084	True	R	R
1085	True	R	R
1086	True	R	R
1087	True	R	R
1088	True	R	R
1089	True	R	R
1090	True	R	R
1091	True	R	R
1092	True	R	R
1093	True	R	R
1094	True	R	R
1095	True	S	S
1096	True	S	S
1097	True	S	S
1098	True	S	S
1099	True	S	S
1100	True	S	S
1101	True	S	S
1102	True	S	S
1103	True	S	S
1104	True	S	S
1105	True	S	S
1106	True	S	S
1107	True	S	S
1108	True	S	S
1109	True	S	S
1110	True	S	S
1111	True	S	S
1112	True	S	S
1113	True	S	S
1114	True	S	S
1115	True	S	S
1116	True	S	S
1117	True	S	S
1118	True	S	S
1119	True	S	S
1120	True	S	S
1121	True	S	S
1122	True	S	S
1123	True	S	S
1124	True	S	S
1125	True	S	S
1126	True	S	S
1127	True	S	S
1128	True	S	S
1129	True	S	S
1130	True	S	S
1131	True	S	S
1132	True	S	S
1133	True	S	S
1134	True	S	S
1135	True	S	S
1136	True	S	S
1137	True	S	S
1138	True	S	S
1139	True	S	S
1140	True	S	S
1141	True	S	S
1142	True	S	S
1143	True	S	S
1144	True	S	S
1145	True	W	W
1146	True	W	W
1147	True	W	W
1148	True	W	W
1149	True	W	W
1150	True	W	W
1151	True	W	W
1152	True	W	W
1153	True	W	W
1154	True	W	W
1155	True	W	W
1156	True	W	W
1157	True	W	W
1158	True	W	W
1159	True	W	W
1160	True	W	W
1161	True	W	W
1162	True	W	W
1163	True	W	W
1164	True	W	W
1165	True	W	W
1166	True	W	W
1167	True	W	W
1168	True	W	W
1169	True	W	W
1170	True	W	W
1171	True	W	W
1172	True	W	W
1173	True	W	W
1174	True	W	W
1175	True	W	W
1176	True	W	W
1177	True	W	W
1178	True	W	W
1179	True	W	W
1180	True	W	W
1181	True	W	W
1182	True	W	W
1183	True	W	W
1184	True	W	W
1185	True	W	W
1186	True	W	W
1187	True	W	W
1188	True	W	W
1189	True	W	W
1190	True	W	W
1191	True	W	W
1192	True	W	W
1193	True	W	W
1194	True	W	W
1195	True	Y	Y
1196	True	Y	Y
1197	True	Y	Y
1198	True	Y	Y
1199	True	Y	Y
1200	True	Y	Y
1201	True	Y	Y
1202	True	Y	Y
1203	True	Y	Y
1204	True	Y	Y
1205	True	Y	Y
1206	True	Y	Y
1207	True	Y	Y
1208	True	Y	Y
1209	True	Y	Y
1210	True	Y	Y
1211	True	Y	Y
1212	True	Y	Y
1213	True	Y	Y
1214	True	Y	Y
1215	True	Y	Y
1216	True	Y	Y
1217	True	Y	Y
1218	True	Y	Y
1219	True	Y	Y
1220	True	Y	Y
1221	True	Y	Y
1222	True	Y	Y
1223	True	Z	Z
1224	True	Z	Z
1225	True	Z	Z
1226	True	Z	Z
1227	True	Z	Z
1228	True	Z	Z
1229	True	Z	Z
1230	True	Z	Z
1231	True	Z	Z
1232	True	Z	Z
1233	True	Z	Z
1234	True	Z	Z
1235	True	Z	Z
1236	True	Z	Z
1237	True	Z	Z
1238	True	Z	Z
1239	True	Z	Z
1240	True	Z	Z
1241	True	Z	Z
1242	True	Z	Z
1243	True	Z	Z
1244	True	Z	Z
1245	True	Z	Z
1246	True	Z	Z
1247	True	Z	Z
1248	True	Z	Z
1249	True	Z	Z
1250	True	Z	Z
